"year","id","hrs1","marital","childs","income","happy","ballot"
2004,1073,"60","Married","0","$25000 or more","Not applicable","Ballot c"
2004,1074,"60","Married","1","$25000 or more","Very happy","Ballot b"
2004,1075,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2004,1076,"70","Widowed","4","$20000 - 24999","Pretty happy","Ballot b"
2004,1077,"No answer","Married","2","$25000 or more","Not applicable","Ballot a"
2004,1078,"25","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,1079,"No answer","Married","2","$25000 or more","Pretty happy","Ballot b"
2004,1080,"Not applicable","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,1081,"40","Married","0","$20000 - 24999","Not applicable","Ballot b"
2004,1082,"56","Never married","0","$25000 or more","Pretty happy","Ballot a"
2004,1083,"40","Never married","0","$15000 - 19999","Not too happy","Ballot b"
2004,1084,"Not applicable","Separated","1","$25000 or more","Not applicable","Ballot a"
2004,1085,"Not applicable","Married","0","$25000 or more","Pretty happy","Ballot c"
2004,1086,"Not applicable","Widowed","5","$25000 or more","Pretty happy","Ballot a"
2004,1087,"35","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1088,"40","Married","1","$25000 or more","Very happy","Ballot b"
2004,1089,"40","Divorced","2","$25000 or more","Pretty happy","Ballot a"
2004,1090,"Not applicable","Never married","0","$25000 or more","Not too happy","Ballot b"
2004,1091,"Not applicable","Widowed","6","$10000 - 14999","Not applicable","Ballot b"
2004,1092,"43","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1093,"32","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1094,"35","Never married","0","$25000 or more","Pretty happy","Ballot b"
2004,1095,"40","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1096,"44","Never married","0","$25000 or more","Pretty happy","Ballot c"
2004,1097,"Not applicable","Married","3","$10000 - 14999","Pretty happy","Ballot a"
2004,1098,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1099,"40","Never married","0","$20000 - 24999","Pretty happy","Ballot b"
2004,1100,"40","Separated","2","$25000 or more","Not applicable","Ballot c"
2004,1101,"Not applicable","Married","2","$25000 or more","Very happy","Ballot a"
2004,1102,"40","Married","3","$25000 or more","Pretty happy","Ballot c"
2004,1103,"Not applicable","Married","3","$20000 - 24999","Not applicable","Ballot a"
2004,1104,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2004,1105,"25","Married","3","Don't know","Pretty happy","Ballot b"
2004,1106,"32","Married","2","$25000 or more","Very happy","Ballot c"
2004,1107,"40","Divorced","1","Refused","Not applicable","Ballot b"
2004,1108,"70","Married","0","$25000 or more","Not applicable","Ballot a"
2004,1109,"40","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1110,"40","Never married","0","$20000 - 24999","Not applicable","Ballot b"
2004,1111,"12","Never married","4","$6000 to 6999","Not applicable","Ballot c"
2004,1112,"40","Married","3","$25000 or more","Very happy","Ballot b"
2004,1113,"44","Widowed","1","Refused","Not applicable","Ballot c"
2004,1114,"37","Never married","0","$15000 - 19999","Not applicable","Ballot b"
2004,1115,"Not applicable","Married","4","Refused","Not too happy","Ballot c"
2004,1116,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot a"
2004,1117,"Not applicable","Divorced","1","$15000 - 19999","Not applicable","Ballot c"
2004,1118,"37","Separated","1","$25000 or more","Not too happy","Ballot a"
2004,1119,"Not applicable","Married","0","Don't know","Not applicable","Ballot c"
2004,1120,"40","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1121,"Not applicable","Divorced","2","$25000 or more","Not applicable","Ballot c"
2004,1122,"40","Never married","0","$25000 or more","Not applicable","Ballot a"
2004,1123,"Not applicable","Never married","1","Don't know","Not applicable","Ballot a"
2004,1124,"48","Married","4","$25000 or more","Pretty happy","Ballot a"
2004,1125,"24","Widowed","2","$25000 or more","Pretty happy","Ballot a"
2004,1126,"40","Married","1","$25000 or more","Very happy","Ballot b"
2004,1127,"Not applicable","Widowed","3","$20000 - 24999","Not too happy","Ballot c"
2004,1128,"40","Divorced","4","$25000 or more","Very happy","Ballot c"
2004,1129,"40","Never married","1","$3000 to 3999","Not applicable","Ballot c"
2004,1130,"No answer","Married","0","Don't know","Not applicable","Ballot a"
2004,1131,"65","Married","3","Refused","Very happy","Ballot a"
2004,1132,"Not applicable","Divorced","3","$15000 - 19999","Pretty happy","Ballot a"
2004,1133,"60","Divorced","0","$25000 or more","Very happy","Ballot b"
2004,1134,"40","Divorced","1","$25000 or more","Not applicable","Ballot b"
2004,1135,"25","Married","2","$25000 or more","Very happy","Ballot b"
2004,1136,"50","Married","1","$15000 - 19999","Not applicable","Ballot b"
2004,1137,"52","Married","0","$25000 or more","Not applicable","Ballot c"
2004,1138,"Not applicable","Widowed","2","$20000 - 24999","Very happy","Ballot a"
2004,1139,"Not applicable","Married","2","$25000 or more","Very happy","Ballot b"
2004,1140,"Not applicable","Married","2","$25000 or more","Very happy","Ballot b"
2004,1141,"Not applicable","Married","3","$20000 - 24999","Not applicable","Ballot c"
2004,1142,"40","Married","1","$20000 - 24999","Not applicable","Ballot a"
2004,1143,"Not applicable","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,1144,"35","Never married","0","Don't know","Not applicable","Ballot b"
2004,1145,"40","Divorced","2","$10000 - 14999","Pretty happy","Ballot a"
2004,1146,"40","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1147,"40","Divorced","0","$25000 or more","Not applicable","Ballot a"
2004,1148,"45","Married","0","$25000 or more","Not applicable","Ballot c"
2004,1149,"Not applicable","Widowed","0","$10000 - 14999","Not applicable","Ballot a"
2004,1150,"36","Never married","0","$10000 - 14999","Not applicable","Ballot a"
2004,1151,"Not applicable","Widowed","6","$25000 or more","Not applicable","Ballot c"
2004,1152,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot b"
2004,1153,"40","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1154,"50","Married","2","$25000 or more","Pretty happy","Ballot a"
2004,1155,"38","Married","1","$25000 or more","Not applicable","Ballot b"
2004,1156,"60","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2004,1157,"65","Married","1","$25000 or more","Pretty happy","Ballot b"
2004,1158,"Not applicable","Never married","0","$20000 - 24999","Pretty happy","Ballot c"
2004,1159,"48","Never married","1","$25000 or more","Very happy","Ballot b"
2004,1160,"25","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,1161,"Not applicable","Married","2","$10000 - 14999","Pretty happy","Ballot a"
2004,1162,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot b"
2004,1163,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot b"
2004,1164,"35","Never married","0","$4000 to 4999","Pretty happy","Ballot c"
2004,1165,"45","Divorced","0","$25000 or more","No answer","Ballot a"
2004,1166,"Not applicable","Married","3","$20000 - 24999","Very happy","Ballot c"
2004,1167,"52","Divorced","4","$25000 or more","Not applicable","Ballot c"
2004,1168,"Not applicable","Divorced","4","$25000 or more","Pretty happy","Ballot b"
2004,1169,"45","Married","3","$25000 or more","Not applicable","Ballot a"
2004,1170,"Not applicable","Widowed","1","$10000 - 14999","Pretty happy","Ballot c"
2004,1171,"Not applicable","Widowed","3","Don't know","Pretty happy","Ballot c"
2004,1172,"25","Divorced","1","$25000 or more","Not applicable","Ballot c"
2004,1173,"34","Widowed","3","$25000 or more","Not applicable","Ballot b"
2004,1174,"60","Never married","2","$25000 or more","Not applicable","Ballot b"
2004,1175,"12","Married","1","$1000 to 2999","Pretty happy","Ballot c"
2004,1176,"Not applicable","Married","2","Refused","Not applicable","Ballot c"
2004,1177,"Not applicable","Divorced","4","Don't know","Not applicable","Ballot c"
2004,1178,"46","Never married","1","$25000 or more","Pretty happy","Ballot c"
2004,1179,"Not applicable","Never married","0","$10000 - 14999","Pretty happy","Ballot b"
2004,1180,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot b"
2004,1181,"50","Married","2","$25000 or more","Very happy","Ballot a"
2004,1182,"Not applicable","Married","7","Don't know","Pretty happy","Ballot b"
2004,1183,"85","Divorced","1","Refused","Pretty happy","Ballot a"
2004,1184,"Not applicable","Divorced","2","$10000 - 14999","Not applicable","Ballot a"
2004,1185,"40","Never married","0","Refused","Not applicable","Ballot a"
2004,1186,"55","Married","1","$25000 or more","Very happy","Ballot b"
2004,1187,"20","Never married","0","$1000 to 2999","Pretty happy","Ballot c"
2004,1188,"60","Never married","0","Refused","Not applicable","Ballot c"
2004,1189,"Not applicable","Divorced","2","Refused","Not applicable","Ballot b"
2004,1190,"40","Never married","1","$25000 or more","Pretty happy","Ballot b"
2004,1191,"40","Married","0","$25000 or more","Not applicable","Ballot b"
2004,1192,"38","Divorced","4","$25000 or more","Pretty happy","Ballot a"
2004,1193,"20","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,1194,"40","Divorced","1","$20000 - 24999","Not applicable","Ballot a"
2004,1195,"40","Married","0","$25000 or more","Not applicable","Ballot a"
2004,1196,"Not applicable","Divorced","Eight or m","$25000 or more","Not applicable","Ballot b"
2004,1197,"45","Married","2","$25000 or more","Pretty happy","Ballot b"
2004,1198,"30","Married","1","$25000 or more","Not applicable","Ballot a"
2004,1199,"45","Married","2","$25000 or more","Pretty happy","Ballot b"
2004,1200,"31","Never married","1","$10000 - 14999","Pretty happy","Ballot c"
2004,1201,"30","Married","3","$25000 or more","Not applicable","Ballot b"
2004,1202,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot a"
2004,1203,"45","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2004,1204,"Not applicable","Married","2","Lt $1000","Not applicable","Ballot b"
2004,1205,"Not applicable","Married","5","$25000 or more","Not applicable","Ballot b"
2004,1206,"18","Divorced","2","$4000 to 4999","Pretty happy","Ballot a"
2004,1207,"40","Separated","3","$25000 or more","Pretty happy","Ballot a"
2004,1208,"No answer","Married","0","$25000 or more","Not applicable","Ballot a"
2004,1209,"60","Married","3","$25000 or more","Very happy","Ballot a"
2004,1210,"Not applicable","Married","4","$25000 or more","Very happy","Ballot a"
2004,1211,"40","Married","2","$25000 or more","Very happy","Ballot a"
2004,1212,"60","Married","1","Refused","Very happy","Ballot c"
2004,1213,"40","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,1214,"Not applicable","Divorced","0","Lt $1000","Pretty happy","Ballot a"
2004,1215,"52","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2004,1216,"42","Married","0","$25000 or more","Not too happy","Ballot b"
2004,1217,"40","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,1218,"Not applicable","Married","Eight or m","Don't know","Very happy","Ballot c"
2004,1219,"50","Never married","Dk na","$25000 or more","Pretty happy","Ballot b"
2004,1220,"Not applicable","Widowed","5","$25000 or more","Not applicable","Ballot c"
2004,1221,"65","Married","1","$25000 or more","Not applicable","Ballot b"
2004,1222,"Not applicable","Never married","2","$4000 to 4999","Not applicable","Ballot b"
2004,1223,"38","Married","4","$25000 or more","Very happy","Ballot c"
2004,1224,"32","Married","2","$25000 or more","Not applicable","Ballot c"
2004,1225,"45","Divorced","1","$25000 or more","Not applicable","Ballot a"
2004,1226,"26","Married","1","$3000 to 3999","Pretty happy","Ballot b"
2004,1227,"78","Never married","0","$25000 or more","Not applicable","Ballot c"
2004,1228,"30","Married","3","$25000 or more","Not applicable","Ballot a"
2004,1229,"40","Never married","0","Don't know","Pretty happy","Ballot a"
2004,1230,"85","Married","0","$25000 or more","Not applicable","Ballot b"
2004,1231,"40","Separated","0","$25000 or more","Not too happy","Ballot a"
2004,1232,"50","Never married","0","$25000 or more","Not applicable","Ballot b"
2004,1233,"Not applicable","Divorced","6","$15000 - 19999","Pretty happy","Ballot b"
2004,1234,"75","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1235,"60","Married","3","$25000 or more","Not applicable","Ballot a"
2004,1236,"80","Married","3","$25000 or more","Very happy","Ballot a"
2004,1237,"No answer","Never married","1","$3000 to 3999","Not applicable","Ballot b"
2004,1238,"No answer","Never married","2","$20000 - 24999","Not applicable","Ballot c"
2004,1239,"Not applicable","Separated","Eight or m","$8000 to 9999","Not applicable","Ballot b"
2004,1240,"40","Never married","0","$25000 or more","Very happy","Ballot b"
2004,1241,"No answer","Divorced","2","$20000 - 24999","Not applicable","Ballot a"
2004,1242,"20","Married","3","$25000 or more","Pretty happy","Ballot c"
2004,1243,"70","Divorced","0","$25000 or more","Very happy","Ballot a"
2004,1244,"32","Married","6","$25000 or more","Not applicable","Ballot a"
2004,1245,"40","Married","2","$25000 or more","Pretty happy","Ballot a"
2004,1246,"46","Married","3","$25000 or more","Not applicable","Ballot c"
2004,1247,"60","Married","2","$25000 or more","Not applicable","Ballot b"
2004,1248,"50","Married","2","$25000 or more","Very happy","Ballot c"
2004,1249,"50","Never married","0","$25000 or more","Pretty happy","Ballot a"
2004,1250,"Not applicable","Widowed","2","$8000 to 9999","Pretty happy","Ballot b"
2004,1251,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot c"
2004,1252,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot a"
2004,1253,"40","Never married","0","$15000 - 19999","Not applicable","Ballot c"
2004,1254,"60","Divorced","0","$25000 or more","Not too happy","Ballot b"
2004,1255,"50","Married","2","$25000 or more","Pretty happy","Ballot c"
2004,1256,"60","Married","4","$25000 or more","Not applicable","Ballot a"
2004,1257,"6","Married","2","Don't know","Pretty happy","Ballot a"
2004,1258,"50","Married","1","Refused","Not applicable","Ballot a"
2004,1259,"50","Married","0","$25000 or more","Not applicable","Ballot c"
2004,1260,"32","Married","1","$15000 - 19999","Very happy","Ballot a"
2004,1261,"42","Married","1","$25000 or more","Not applicable","Ballot c"
